pool_address,network,dex,group,discovered_at_utc,pool_created_at,reason,sampling_probability,tracking_until_utc
6e3jZLtf4tQbWZm3f7A66jF8tfZn6MRQVrbDFgcNWarA,solana,PumpSwap,trending,2026-09-20T22:34:52.049030+00:00,2026-09-15T19:22:24Z,trending_rank_15,1.0,2026-09-22T22:34:52.049030+00:00
2i2iULr7UwK1SDRB17T5FUtiMnFQL7fyy7rh69brZihc,solana,PumpSwap,trending,2026-09-20T22:34:52.049030+00:00,2026-09-17T12:12:59Z,trending_rank_16,1.0,2026-09-22T22:34:52.049030+00:00
GuPbekwP9MqB23CghhiMQZTaigPdUJooovo1neCErhM8,solana,Meteora,trending,2026-09-20T22:34:52.049030+00:00,2026-09-06T00:18:18Z,trending_rank_17,1.0,2026-09-22T22:34:52.049030+00:00
Gc5hVCBydc6k3Z7oc2cQEW4GThFQi2Fqk5HfKABqa2q8,solana,Meteora,trending,2026-09-20T22:34:52.049030+00:00,2026-09-15T21:36:04Z,trending_rank_18,1.0,2026-09-22T22:34:52.049030+00:00
6HLorrkY3vqPsyTZDFvTGTnwnZsLM343Jxw6XvEPTKRt,solana,PumpSwap,trending,2026-09-20T22:34:52.049030+00:00,2026-09-19T04:29:28Z,trending_rank_19,1.0,2026-09-22T22:34:52.049030+00:00
Bzc9NZfMqkXR6fz1DBph7BDf9BroyEf6pnzESP7v5iiw,solana,Raydium,trending,2026-09-20T22:34:52.049030+00:00,2024-10-18T06:09:47Z,trending_rank_20,1.0,2026-09-22T22:34:52.049030+00:00
5ppcy9VaoLNtqqKxd1pAhvqUrHGfgVVxj4CFkXSfqvcj,solana,Pump.fun,random_new,2026-09-20T22:34:52.049030+00:00,2026-09-20T22:34:01Z,new_pools_sampled_p=0.25,0.25,2026-09-22T22:34:52.049030+00:00
9Z7eLhTUV5RLWtxKXKLeykW71Ayxmmq2hWHphP1eAZHR,solana,Pump.fun,random_new,2026-09-20T22:34:52.049030+00:00,2026-09-20T22:33:58Z,new_pools_sampled_p=0.25,0.25,2026-09-22T22:34:52.049030+00:00
7KDARDoNnTmoLpqnGQh3MnSobMQ8f2QjRr1eNZyJTPko,solana,Pump.fun,random_new,2026-09-20T22:41:05.418424+00:00,2026-09-20T22:39:57Z,new_pools_sampled_p=0.25,0.25,2026-09-22T22:41:05.418424+00:00
GT8sFm8UWUevG48pMvrSbUqmnzFJhFNzJGTGrksjyWv3,solana,Pump.fun,random_new,2026-09-20T22:41:05.418424+00:00,2026-09-20T22:39:54Z,new_pools_sampled_p=0.25,0.25,2026-09-22T22:41:05.418424+00:00
EwxMQQyMjU3XveoHWhz9FnYn6K3yuDjGa3H8MAtfNXre,solana,Pump.fun,random_new,2026-09-20T22:41:05.418424+00:00,2026-09-20T22:39:51Z,new_pools_sampled_p=0.25,0.25,2026-09-22T22:41:05.418424+00:00
E5ooi3EZ5tmPd8VYWyYMLbe5rfUHfrxGnjy3fNPbGwJ6,solana,Pump.fun,random_new,2026-09-20T22:41:05.418424+00:00,2026-09-20T22:39:51Z,new_pools_sampled_p=0.25,0.25,2026-09-22T22:41:05.418424+00:00
8cUVLvwqhJ69MjTQM3Jbf8t6xD9pFwq9NT6bwUi1ndqH,solana,Pump.fun,random_new,2026-09-20T22:41:05.418424+00:00,2026-09-20T22:39:38Z,new_pools_sampled_p=0.25,0.25,2026-09-22T22:41:05.418424+00:00
9dX1CLs8wgaZDUTRUj7hm873M2gx8mWF5gyErCkE9TSz,solana,Pump.fun,random_new,2026-09-20T22:41:05.418424+00:00,2026-09-20T22:39:33Z,new_pools_sampled_p=0.25,0.25,2026-09-22T22:41:05.418424+00:00
